exposure,ifilter,ra_center,dec_center,OBJECT,EXPNUM
90.0,i,327.786708333333,-19.9879444444444,DELVE field: 5416-03-i,1129813
90.0,i,302.26325,-14.1718611111111,DELVE field: 611-03-i,1129767
90.0,g,195.852791666667,-11.8203055555556,DELVE field: 13140-01-g,821626
90.0,i,324.215875,-20.0882777777778,DELVE field: 702-03-i,1129815
90.0,g,241.078458333333,-23.5643055555556,DELVE field: 2610-01-g,857449
90.0,i,315.021166666667,-10.8556388888889,DELVE field: 698-03-i,1129824
90.0,g,194.108208333333,-10.6829444444444,DELVE field: 13163-03-g,829228
90.0,i,207.337791666667,-24.8032222222222,DELVE field: 13679-01-i,827831
90.0,i,289.846625,-70.2162777777778,DELVE field: 7225-02-i,885263
90.0,i,55.3670833333333,-8.90580555555556,DELVE field: 8511-01-i,823819
90.0,g,224.998083333333,-35.2793333333333,DELVE field: 286-01-g,823978
90.0,g,295.389208333333,-25.5190277777778,DELVE field: 649-03-g,868071
90.0,i,306.145666666667,-24.9239722222222,DELVE field: 731-03-i,1129760
90.0,i,294.330125,-2.60941666666667,DELVE field: 1366-03-i,1129731
90.0,g,252.661708333333,-18.0070555555556,DELVE field: 6478-01-g,857920
90.0,i,125.352833333333,-16.1971388888889,DELVE field: 14368-01-i,930822
90.0,g,158.906583333333,-10.9248055555556,DELVE field: 7142-03-g,829203
90.0,i,299.395208333333,-10.73625,DELVE field: 579-03-i,1129739
267.0,g,333.964375,-72.3605,DELVE field: 7390-02-g,857535
90.0,g,254.066958333333,-25.0324166666667,DELVE field: 6513-03-g,864057
90.0,g,205.097208333333,-50.0858055555556,DELVE field: 13568-01-g,823580
90.0,g,306.631625,-29.5555555555556,DELVE field: 771-01-g,861012
90.0,g,231.468458333333,-21.9946111111111,DELVE field: 2582-02-g,863052
90.0,i,230.197708333333,-38.5795,DELVE field: 11362-02-i,894362
90.0,i,328.796541666667,-17.2095277777778,DELVE field: 13863-01-i,884502
90.0,g,135.502041666667,-12.9616944444444,DELVE field: 14446-03-g,928636
90.0,g,229.9865,-4.84180555555556,DELVE field: 1132-01-g,829275
267.0,g,39.1222083333333,-83.4375555555556,DELVE field: 15529-02-g,913432
90.0,i,317.098458333333,-7.73763888888889,DELVE field: 11696-03-i,1129873
90.0,i,332.742125,-10.8443888888889,DELVE field: 13948-01-i,885319
90.0,g,329.116458333333,-23.8386111111111,DELVE field: 5418-02-g,867391
90.0,i,294.1295,-0.771638888888889,DELVE field: 1359-03-i,1129732
90.0,i,69.1995833333333,-16.3503611111111,DELVE field: 5653-02-i,931216
90.0,i,207.453166666667,-27.96,DELVE field: 13715-01-i,821300
90.0,i,192.201333333333,-11.6033055555556,DELVE field: 13142-01-i,827438
90.0,i,315.843666666667,-1.33819444444444,DELVE field: 11713-03-i,1129869
90.0,i,172.56625,-1.41813888888889,DELVE field: 7062-01-i,827800
90.0,g,132.003166666667,-12.8245277777778,DELVE field: 14406-03-g,928626
90.0,i,282.4275,-28.4022222222222,DELVE field: 12078-01-i,883894
90.0,i,308.744041666667,-26.7703055555556,DELVE field: 773-03-i,1129787
90.0,g,262.088875,-5.50122222222222,DELVE field: 6571-02-g,862654
90.0,g,245.563416666667,-7.27030555555556,DELVE field: 6398-01-g,860496
90.0,i,257.287416666667,-19.0187222222222,DELVE field: 6538-01-i,857833
90.0,i,305.385125,-27.7445555555556,DELVE field: 752-03-i,1129751
90.0,i,301.952625,-18.41375,DELVE field: 638-03-i,1129745
90.0,i,291.210708333333,-34.5713888888889,DELVE field: 12844-01-i,883913
267.0,r,68.90975,-78.0549444444444,DELVE field: 15522-02-r,921528
267.0,r,29.5037083333333,-78.2971388888889,DELVE field: 15579-01-r,884563
90.0,g,324.392666666667,-17.7525,DELVE field: 680-02-g,867371
90.0,i,292.906458333333,-14.2837777777778,DELVE field: 1470-01-i,883988
90.0,i,220.316208333333,-24.9480833333333,DELVE field: 2598-01-i,828584
90.0,i,305.946958333333,-33.7816111111111,DELVE field: 12943-03-i,1129755
90.0,i,308.734458333333,-31.2440277777778,DELVE field: 801-03-i,1129790
90.0,g,195.008125,-13.2409722222222,DELVE field: 13119-01-g,821623
300.0,i,151.882416666667,5.34761111111111,DELVE field: 100011-04-i,828143
90.0,i,336.444041666667,-4.58366666666667,DELVE field: 14010-01-i,894423
90.0,i,321.856791666667,-9.57608333333333,DELVE field: 11723-01-i,885333
90.0,g,254.462666666667,-5.571,DELVE field: 6485-01-g,860470
90.0,g,323.706,-16.2138055555556,DELVE field: 11719-02-g,867372
90.0,g,247.707541666667,-20.9716944444444,DELVE field: 6442-02-g,862671
90.0,g,228.837416666667,-43.9361388888889,DELVE field: 11365-01-g,824007
90.0,i,310.545833333333,-10.9393333333333,DELVE field: 644-01-i,884469
90.0,g,155.624125,-34.4631666666667,DELVE field: 6217-03-g,928345
90.0,i,170.673708333333,-7.14386111111111,DELVE field: 7044-01-i,827795
90.0,g,333.96175,-18.9361388888889,DELVE field: 13921-02-g,867431
90.0,g,176.987375,-42.8799166666667,DELVE field: 10104-02-g,862964
300.0,g,151.748583333333,5.31163888888889,DELVE field: 100011-07-g,829183
90.0,g,236.008625,-27.6031944444444,DELVE field: 2643-01-g,828910
90.0,i,237.324333333333,-39.2250277777778,DELVE field: 11312-01-i,864392
90.0,i,258.639958333333,-6.49736111111111,DELVE field: 6545-01-i,864448
90.0,g,227.975625,-38.9338333333333,DELVE field: 11373-02-g,862192
90.0,i,148.168666666667,-40.2763611111111,DELVE field: 6337-02-i,864341
90.0,g,331.425208333333,-17.5300555555556,DELVE field: 13901-02-g,867425
300.0,g,150.977,4.02686111111111,DELVE field: 100006-04-g,828484
90.0,g,297.156,-2.96686111111111,DELVE field: 1361-02-g,864496
90.0,g,227.652083333333,-43.5551944444444,DELVE field: 11365-02-g,862186
90.0,i,214.991791666667,-28.1520277777778,DELVE field: 13719-01-i,828190
90.0,i,323.52875,-9.55094444444445,DELVE field: 11739-01-i,885334
90.0,g,131.51275,-18.3958611111111,DELVE field: 14442-01-g,822750
90.0,g,250.565083333333,-17.21775,DELVE field: 6461-03-g,888753
333.0,i,59.4640416666667,-69.8340833333333,DELVE field: 15441-01-i,915118
90.0,g,200.608416666667,-51.392,DELVE field: 10224-01-g,823578
90.0,i,126.990666666667,-20.7895833333333,DELVE field: 14419-01-i,823067
90.0,g,229.782166666667,-19.7358333333333,DELVE field: 2539-01-g,828900
267.0,g,346.467958333333,-69.0595,DELVE field: 7421-03-g,862698
90.0,g,300.234,-16.6675833333333,DELVE field: 609-01-g,861363
90.0,g,212.507083333333,-12.1563333333333,DELVE field: 1250-02-g,828531
267.0,r,340.9975,-70.4133333333333,DELVE field: 7414-02-r,857534
90.0,g,355.207083333333,-21.4940277777778,DELVE field: 13789-02-g,884075
90.0,g,296.97525,-9.03944444444444,DELVE field: 1396-02-g,864111
90.0,g,243.993333333333,-25.6901944444444,DELVE field: 2569-01-g,857459
90.0,g,252.020875,-16.1140555555556,DELVE field: 6479-02-g,862665
90.0,g,120.024125,-5.19255555555556,DELVE field: 9275-01-g,822732
90.0,i,255.608916666667,-8.31602777777778,DELVE field: 6502-01-i,864413
90.0,i,287.547166666667,-27.3241944444444,DELVE field: 1494-01-i,883925
90.0,i,151.023416666667,-10.9164722222222,DELVE field: 15774-01-i,823880
90.0,g,291.926875,-16.9014444444444,DELVE field: 1509-01-g,860973
90.0,i,214.157458333333,-29.7126111111111,DELVE field: 13732-01-i,828189
90.0,g,298.361291666667,-16.1813333333333,DELVE field: 596-01-g,861024
90.0,g,306.969833333333,-10.6275555555556,DELVE field: 614-01-g,861803
90.0,i,342.711791666667,-22.3680555555556,DELVE field: 13897-01-i,863228
90.0,g,298.312041666667,-4.49363888888889,DELVE field: 1368-01-g,861381
90.0,i,77.9397083333333,-13.7357222222222,DELVE field: 5749-01-i,823009
90.0,i,342.022333333333,-17.9039166666667,DELVE field: 13937-01-i,884923
90.0,i,154.060375,-16.9554722222222,DELVE field: 7058-01-i,823875
90.0,g,317.758583333333,-31.42975,DELVE field: 810-02-g,864533
90.0,i,242.12125,-14.60675,DELVE field: 2510-01-i,857379
300.0,g,2.55933333333333,-39.1172777777778,DELVE field: 100307-01-g,885416
90.0,g,8.01275,-20.5352222222222,DELVE field: 12506-02-g,864650
90.0,i,4.92320833333333,-19.6172222222222,DELVE field: 12508-01-i,885381
90.0,i,144.477666666667,-7.96363888888889,DELVE field: 15717-01-i,823864
267.0,g,11.70975,-76.4068888888889,DELVE field: 15592-02-g,892140
90.0,i,293.867958333333,-71.1049722222222,DELVE field: 7240-02-i,885272
90.0,g,222.76175,-12.2749444444444,DELVE field: 2455-02-g,828543
333.0,i,329.767916666667,-68.8429722222222,DELVE field: 7392-01-i,866859
90.0,i,180.934833333333,-2.78644444444444,DELVE field: 13088-01-i,827783
90.0,i,154.505125,-11.7855277777778,DELVE field: 7102-02-i,930926
267.0,r,157.175875,-69.704,DELVE field: 14268-02-r,820913
90.0,i,289.998875,-73.5147777777778,DELVE field: 7223-01-i,885233
90.0,g,343.969541666667,-32.0799722222222,DELVE field: 5351-02-g,867467
90.0,g,320.204291666667,-16.2210833333333,DELVE field: 720-02-g,866762
90.0,i,101.672333333333,-23.3552777777778,DELVE field: 9495-01-i,822663
90.0,g,304.254708333333,-23.2596944444444,DELVE field: 689-01-g,861016
90.0,g,297.550541666667,-30.5086666666667,DELVE field: 704-01-g,860993
90.0,g,215.715708333333,-33.1219444444444,DELVE field: 13751-03-g,863985
267.0,r,328.83425,-84.5683055555556,DELVE field: 7284-01-r,884554
90.0,g,251.75975,-25.4943888888889,DELVE field: 6492-02-g,862633
90.0,g,182.057958333333,-11.5528611111111,DELVE field: 13147-03-g,829213
90.0,g,121.344791666667,-4.13019444444444,DELVE field: 14292-01-g,822733
90.0,g,309.49425,-22.5852222222222,DELVE field: 733-01-g,861785
90.0,i,303.356541666667,-74.3755277777778,DELVE field: 7272-02-i,885297
90.0,g,250.904833333333,-26.3849722222222,DELVE field: 6473-01-g,857482
90.0,g,225.093041666667,-10.7071388888889,DELVE field: 2444-02-g,828560
90.0,i,210.173583333333,-26.5092777777778,DELVE field: 13700-01-i,828179
90.0,g,309.473125,-15.6991944444444,DELVE field: 676-02-g,864135
90.0,i,251.388,-27.1481944444444,DELVE field: 6491-02-i,889087
90.0,g,119.588083333333,-3.559,DELVE field: 9282-01-g,822737
90.0,g,279.092416666667,-30.1846388888889,DELVE field: 12080-01-g,857931
90.0,g,186.625791666667,-11.2868333333333,DELVE field: 13145-01-g,822836
90.0,g,282.435583333333,-35.1221944444444,DELVE field: 12002-02-g,863145
267.0,r,100.593375,-72.9530277777778,DELVE field: 14061-02-r,922021
300.0,g,149.097833333333,6.68188888888889,DELVE field: 100014-05-g,821246
90.0,g,295.003708333333,-28.3294722222222,DELVE field: 665-01-g,860569
90.0,g,307.397541666667,-26.7219166666667,DELVE field: 753-01-g,861396
333.0,i,164.689,-72.9001111111111,DELVE field: 14266-01-i,857708
90.0,i,94.6428333333333,-16.4806944444444,DELVE field: 9514-01-i,822679
90.0,g,173.308291666667,-14.1138055555556,DELVE field: 6974-01-g,823196
90.0,i,272.469625,-67.8167222222222,DELVE field: 7172-01-i,901724
90.0,g,182.976625,-9.23627777777778,DELVE field: 13169-02-g,863381
90.0,i,324.229833333333,-11.1081111111111,DELVE field: 11738-01-i,885324
90.0,i,291.365666666667,-66.6396666666667,DELVE field: 7227-02-i,885243
90.0,g,304.596333333333,-37.1786666666667,DELVE field: 12952-02-g,864076
90.0,i,344.378541666667,-2.95561111111111,DELVE field: 14001-01-i,894443
90.0,g,225.743208333333,-39.2393055555556,DELVE field: 11381-02-g,863579
90.0,i,330.715916666667,-37.5682777777778,DELVE field: 5508-01-i,884867
90.0,g,283.478958333333,-24.1505833333333,DELVE field: 1558-01-g,860532
90.0,i,180.944166666667,-8.34902777777778,DELVE field: 13127-01-i,827776
90.0,i,325.919666666667,-11.0723333333333,DELVE field: 11755-01-i,885323
90.0,i,122.319291666667,-7.14391666666667,DELVE field: 14302-01-i,930600
90.0,g,339.052333333333,-29.0373611111111,DELVE field: 5374-01-g,861449
90.0,g,301.46725,-7.43111111111111,DELVE field: 574-02-g,864121
90.0,g,299.290291666667,-16.9384444444444,DELVE field: 609-02-g,863663
90.0,i,300.185875,-32.6586388888889,DELVE field: 12892-01-i,884382
90.0,g,296.700041666667,-3.63938888888889,DELVE field: 1367-01-g,861375
90.0,g,298.760625,-3.82519444444444,DELVE field: 1362-02-g,864502
333.0,i,15.4453333333333,-66.5089166666667,DELVE field: 15584-01-i,861045
90.0,g,265.003041666667,-1.81575,DELVE field: 6508-02-g,862684
90.0,g,197.129416666667,-17.38025,DELVE field: 13061-02-g,863402
90.0,g,282.736375,-36.7608888888889,DELVE field: 11986-02-g,863146
90.0,g,183.170166666667,-20.4020277777778,DELVE field: 13023-02-g,828883
90.0,g,304.653708333333,-22.3561388888889,DELVE field: 690-02-g,863655
90.0,i,93.0099166666667,-27.74475,DELVE field: 13460-02-i,823842
90.0,g,260.525708333333,-10.2255,DELVE field: 6585-03-g,889164
90.0,g,132.866041666667,-12.5569444444444,DELVE field: 14406-01-g,822758
90.0,g,247.007041666667,-18.72325,DELVE field: 6428-03-g,888758
90.0,i,82.6575416666667,-11.0778888888889,DELVE field: 5809-01-i,823045
90.0,g,258.0875,-1.01330555555556,DELVE field: 6548-03-g,889167
90.0,i,333.467208333333,-29.4949722222222,DELVE field: 5422-01-i,884869
90.0,g,249.480833333333,-17.8493333333333,DELVE field: 6444-01-g,857845
90.0,g,259.439083333333,-1.76552777777778,DELVE field: 6549-02-g,863125
90.0,g,6.96225,-18.0618055555556,DELVE field: 12522-03-g,884578
333.0,i,111.063208333333,-61.8628333333333,DELVE field: 14080-01-i,914630
90.0,g,153.637291666667,-11.1325555555556,DELVE field: 7103-03-g,862456
90.0,g,308.936208333333,-14.1783055555556,DELVE field: 659-02-g,864136
90.0,g,318.717,-14.246,DELVE field: 741-01-g,861866
90.0,i,293.862625,-11.6541388888889,DELVE field: 1436-01-i,883997
90.0,g,255.394041666667,-10.1213333333333,DELVE field: 6501-01-g,857895
90.0,i,220.158958333333,-1.61877777777778,DELVE field: 1203-01-i,857340
90.0,g,230.058375,-31.7456666666667,DELVE field: 2664-03-g,864012
90.0,i,302.290583333333,-33.1509444444444,DELVE field: 12912-01-i,884387
90.0,g,174.13325,-27.6668333333333,DELVE field: 6912-02-g,828870
90.0,g,1.14116666666667,-15.8417222222222,DELVE field: 12559-02-g,884575
90.0,i,303.481833333333,-15.9074444444444,DELVE field: 624-01-i,884008
90.0,g,223.539291666667,-21.7488888888889,DELVE field: 2556-01-g,823258
333.0,i,127.360208333333,-58.9513333333333,DELVE field: 12210-01-i,857313
90.0,g,212.358958333333,-9.82094444444444,DELVE field: 1292-03-g,863957
90.0,g,122.811583333333,-8.64747222222222,DELVE field: 14309-01-g,822725
90.0,i,302.843583333333,-24.4515833333333,DELVE field: 688-01-i,866781
90.0,g,244.3865,-12.37525,DELVE field: 6395-01-g,860447
90.0,g,303.552916666667,-36.4103055555556,DELVE field: 12941-01-g,860591
90.0,i,213.792791666667,-48.8153888888889,DELVE field: 13640-03-i,932729
90.0,i,187.038416666667,-25.5665833333333,DELVE field: 12989-01-i,820948
90.0,g,311.047583333333,-24.7301388888889,DELVE field: 775-02-g,863688
90.0,i,302.462125,-12.8612777777778,DELVE field: 599-01-i,884449
90.0,g,161.862,-20.9343055555556,DELVE field: 7053-01-g,820898
90.0,g,304.969625,-28.2876111111111,DELVE field: 752-02-g,863199
90.0,g,294.8955,-23.9135,DELVE field: 633-03-g,889183
333.0,i,336.198541666667,-65.9894166666667,DELVE field: 7397-02-i,866856
90.0,g,230.7235,-19.1655833333333,DELVE field: 2540-02-g,863445
90.0,g,341.991958333333,-19.8514444444444,DELVE field: 13916-02-g,868114
90.0,i,221.766708333333,-1.62363888888889,DELVE field: 1186-01-i,857341
90.0,i,182.041375,-29.2525277777778,DELVE field: 12973-01-i,823936
300.0,i,150.910666666667,6.61794444444445,DELVE field: 100015-09-i,827741
90.0,g,239.98225,-5.19011111111111,DELVE field: 2411-01-g,860918
90.0,g,262.034666666667,-9.3105,DELVE field: 6602-03-g,888813
90.0,i,256.79025,-22.457,DELVE field: 6536-01-i,857835
90.0,g,240.950083333333,-16.3761111111111,DELVE field: 2527-03-g,889128
90.0,g,215.656458333333,-46.8616944444444,DELVE field: 13662-01-g,823614
90.0,g,166.549208333333,-18.98225,DELVE field: 7012-01-g,823162
90.0,g,123.147708333333,-4.39338888888889,DELVE field: 14297-01-g,822734
90.0,i,138.00775,-29.4382777777778,DELVE field: 14537-01-i,823105
90.0,g,220.649958333333,-15.7898055555556,DELVE field: 2482-01-g,823647
90.0,g,251.115791666667,-9.16880555555555,DELVE field: 6449-01-g,860463
90.0,i,133.320916666667,-23.01225,DELVE field: 14504-01-i,823094
90.0,g,224.414208333333,-47.6421666666667,DELVE field: 11342-01-g,824005
90.0,g,198.7805,-14.5042222222222,DELVE field: 13096-02-g,828526
90.0,g,318.496416666667,-26.4128611111111,DELVE field: 797-01-g,861851
90.0,g,235.301083333333,-11.34825,DELVE field: 2462-02-g,863474
90.0,g,332.183625,-19.0367777777778,DELVE field: 13900-02-g,867424
90.0,g,191.746166666667,-19.8280555555556,DELVE field: 13032-02-g,862536
90.0,i,239.022541666667,-8.29780555555556,DELVE field: 2441-01-i,857395
90.0,g,304.143083333333,-7.39486111111111,DELVE field: 582-01-g,861795
90.0,g,340.381333333333,-15.0243888888889,DELVE field: 13978-01-g,862303
90.0,i,289.103083333333,-18.7856111111111,DELVE field: 1552-01-i,883965
300.0,g,150.909333333333,6.64822222222222,DELVE field: 100015-15-g,821241
90.0,g,298.766375,-9.63833333333333,DELVE field: 572-02-g,864112
90.0,g,352.965375,-25.5647777777778,DELVE field: 13792-01-g,864576
90.0,g,287.309041666667,-36.3463333333333,DELVE field: 11969-03-g,868044
90.0,g,288.118125,-13.62375,DELVE field: 1486-01-g,860976
90.0,i,59.6437916666667,-9.64811111111111,DELVE field: 8524-02-i,931202
300.0,g,151.814083333333,5.32819444444444,DELVE field: 100011-15-g,829191
90.0,g,308.410291666667,-12.6616944444444,DELVE field: 643-02-g,864137
90.0,g,4.85525,-16.8116388888889,DELVE field: 12540-01-g,864625
90.0,g,251.462583333333,-11.9913888888889,DELVE field: 6464-03-g,888775
90.0,i,139.500291666667,-20.36625,DELVE field: 14492-01-i,823126
90.0,g,235.9565,-26.2466111111111,DELVE field: 2642-03-g,864024
90.0,g,303.922541666667,-1.60277777777778,DELVE field: 11649-01-g,862257
90.0,i,217.561125,-18.8788611111111,DELVE field: 2514-01-i,828196
90.0,g,179.05275,-11.1245555555556,DELVE field: 6942-01-g,823208
90.0,g,180.156083333333,-10.5743888888889,DELVE field: 13148-02-g,828500
90.0,g,292.962333333333,-11.8666111111111,DELVE field: 1436-02-g,863639
90.0,g,167.803791666667,-11.6032222222222,DELVE field: 7047-01-g,823185
90.0,i,315.89825,-70.4867777777778,DELVE field: 7334-02-i,885280
90.0,i,349.437875,-17.2746944444444,DELVE field: 13857-01-i,884941
90.0,g,244.613125,-15.1577777777778,DELVE field: 6404-03-g,889092
90.0,i,337.337458333333,-3.04475,DELVE field: 14018-01-i,894427
267.0,g,323.897833333333,-75.1303888888889,DELVE field: 7331-01-g,884533
90.0,g,231.951166666667,-5.93661111111111,DELVE field: 2421-02-g,863479
90.0,g,178.973333333333,-24.9111944444444,DELVE field: 6903-01-g,822815
90.0,g,265.028916666667,-3.75855555555556,DELVE field: 6530-03-g,889153
90.0,g,240.069041666667,-23.2887777777778,DELVE field: 2610-02-g,862610
90.0,i,87.0886666666667,-10.18425,DELVE field: 5799-01-i,823042
90.0,g,231.689166666667,-35.3006388888889,DELVE field: 11360-02-g,862159
90.0,g,255.621083333333,-12.687,DELVE field: 6520-02-g,862662
90.0,i,332.187083333333,-3.114,DELVE field: 11876-01-i,894426
90.0,g,256.317791666667,-14.6005277777778,DELVE field: 6519-01-g,857521
90.0,i,142.312458333333,-26.5715,DELVE field: 14496-01-i,823108
90.0,g,103.854333333333,-29.0294444444444,DELVE field: 13376-02-g,927288
90.0,g,230.771875,-34.63475,DELVE field: 2658-03-g,863586
90.0,i,258.495583333333,-8.33030555555555,DELVE field: 6544-01-i,864426
90.0,i,159.581833333333,-13.5578888888889,DELVE field: 7130-01-i,862444
90.0,i,157.379,-21.6356944444444,DELVE field: 7077-03-i,933095
90.0,g,220.301166666667,-41.3566388888889,DELVE field: 11359-02-g,863925
90.0,i,194.15975,-14.6476944444444,DELVE field: 13099-01-i,827440
90.0,i,319.979958333333,-29.5657777777778,DELVE field: 799-01-i,884422
90.0,g,165.203541666667,-11.1854444444444,DELVE field: 7069-02-g,828840
90.0,g,161.432458333333,-14.3775,DELVE field: 7094-02-g,862474
90.0,g,248.238958333333,-3.86252777777778,DELVE field: 6423-03-g,863569
90.0,i,57.8497916666667,-1.33361111111111,DELVE field: 8482-01-i,930517
90.0,g,245.93825,-29.5048055555556,DELVE field: 2529-03-g,864043
90.0,g,247.622125,-7.12322222222222,DELVE field: 6421-02-g,863540
90.0,i,289.900791666667,-29.6658055555556,DELVE field: 1455-01-i,883939
90.0,i,194.889458333333,-10.2941944444444,DELVE field: 13163-01-i,827467
90.0,g,286.895125,-34.709,DELVE field: 11984-03-g,868045
90.0,g,305.378708333333,-27.73975,DELVE field: 752-03-g,889203
90.0,i,273.532416666667,-71.8799444444444,DELVE field: 7187-02-i,885240
90.0,g,292.130833333333,-24.4607777777778,DELVE field: 1491-01-g,860965
90.0,g,312.705833333333,-21.4596944444444,DELVE field: 757-01-g,861819
90.0,g,229.452875,-10.93875,DELVE field: 2446-01-g,828894
90.0,g,355.007166666667,-22.4531666666667,DELVE field: 13790-01-g,864596
90.0,g,318.32625,-21.8411666666667,DELVE field: 781-01-g,861848
90.0,g,195.155541666667,-16.1891111111111,DELVE field: 13080-01-g,821281
90.0,i,311.008125,-66.1840833333333,DELVE field: 7315-01-i,884834
90.0,g,293.952958333333,-30.9641666666667,DELVE field: 12826-01-g,860565
90.0,g,189.904416666667,-24.4725833333333,DELVE field: 12997-01-g,822824
90.0,i,282.854625,-68.2168611111111,DELVE field: 7200-02-i,885229
90.0,g,294.401666666667,-28.1670277777778,DELVE field: 665-03-g,868065
90.0,i,239.391916666667,-12.4735277777778,DELVE field: 2477-01-i,857376
90.0,i,176.251625,-6.99105555555556,DELVE field: 6986-01-i,827778
90.0,i,227.971833333333,-38.9333333333333,DELVE field: 11373-02-i,894368
90.0,g,232.812125,-23.2624166666667,DELVE field: 2605-02-g,862594
90.0,g,350.321375,-18.6369166666667,DELVE field: 13841-01-g,863698
90.0,g,217.083333333333,-14.5734166666667,DELVE field: 2465-03-g,863962
90.0,g,311.745916666667,-21.8289166666667,DELVE field: 757-02-g,863686
90.0,i,340.777,-6.01152777777778,DELVE field: 14014-01-i,894430
90.0,g,231.234708333333,-10.8108611111111,DELVE field: 2447-01-g,829251
333.0,i,339.008125,-73.2862222222222,DELVE field: 7389-01-i,866875
90.0,g,232.79475,-6.27380555555556,DELVE field: 2421-01-g,829277
90.0,g,6.86225,-19.7988611111111,DELVE field: 12507-01-g,864628
90.0,g,159.072208333333,-22.7339722222222,DELVE field: 7076-01-g,822783
90.0,g,240.813875,-31.8637222222222,DELVE field: 2573-02-g,862199
90.0,i,216.131041666667,-3.20047222222222,DELVE field: 1263-01-i,857331
90.0,g,248.354791666667,-27.2163888888889,DELVE field: 6455-03-g,864048
90.0,g,226.340625,-25.5532222222222,DELVE field: 2621-02-g,863043
90.0,i,124.317,-13.1711666666667,DELVE field: 14340-01-i,823081
90.0,i,316.461791666667,-21.7518611111111,DELVE field: 794-01-i,884426
90.0,g,240.440041666667,-5.91016666666667,DELVE field: 6375-02-g,863531
90.0,g,230.805041666667,-4.46463888888889,DELVE field: 1094-02-g,863525
90.0,i,235.054,-4.63027777777778,DELVE field: 2416-01-i,857392
90.0,i,148.716833333333,-40.7441666666667,DELVE field: 6337-01-i,823532
90.0,i,260.799166666667,-15.5482777777778,DELVE field: 6582-01-i,864409
90.0,g,343.689708333333,-22.69,DELVE field: 13878-02-g,868116
90.0,i,217.000125,-4.80730555555556,DELVE field: 1264-01-i,857332
90.0,i,306.960625,-10.6344166666667,DELVE field: 614-01-i,884463
267.0,g,141.778291666667,-67.4677222222222,DELVE field: 14241-03-g,821601
90.0,g,355.4395,-33.9946111111111,DELVE field: 5322-03-g,884580
90.0,g,238.081916666667,-19.9814166666667,DELVE field: 2564-03-g,889124
90.0,i,221.995333333333,-29.4374444444444,DELVE field: 2648-01-i,828235
90.0,g,135.173166666667,-19.8203888888889,DELVE field: 14506-02-g,925841
267.0,g,69.5902083333333,-71.9870833333333,DELVE field: 15443-02-g,921262
90.0,g,244.738125,-21.0306944444444,DELVE field: 6413-03-g,888724
90.0,g,257.617166666667,-8.20913888888889,DELVE field: 6544-02-g,862680
90.0,i,96.8702083333333,-44.9061944444444,DELVE field: 13270-01-i,930575
267.0,g,359.969791666667,-85.3527777777778,DELVE field: 15487-01-g,892135
90.0,g,141.118958333333,-9.15463888888889,DELVE field: 15683-02-g,925857
90.0,i,130.943875,-16.8711388888889,DELVE field: 14422-01-i,823131
90.0,i,143.221333333333,-12.6950277777778,DELVE field: 15681-01-i,823852
90.0,i,161.865083333333,-22.7449444444444,DELVE field: 7033-03-i,933103
90.0,g,336.371916666667,-23.4006111111111,DELVE field: 5357-02-g,867435
300.0,i,149.096125,6.64825,DELVE field: 100014-08-i,823949
90.0,g,315.577291666667,-26.6809444444444,DELVE field: 807-02-g,864083
267.0,g,17.7319166666667,-69.8958611111111,DELVE field: 15586-01-g,884969
90.0,g,260.863625,-0.994472222222222,DELVE field: 6527-03-g,889168
90.0,i,193.069416666667,-10.1978611111111,DELVE field: 13164-01-i,827469
90.0,g,124.635458333333,-8.90233333333333,DELVE field: 14319-01-g,822723
300.0,i,2.56270833333333,-39.0914166666667,DELVE field: 100307-05-i,902163
90.0,i,307.557541666667,-22.3347777777778,DELVE field: 711-01-i,866824
90.0,i,294.80775,-67.5030555555556,DELVE field: 7242-02-i,885261
90.0,g,194.851875,-73.2856944444444,DELVE field: 550-03-g,925570
90.0,i,310.607958333333,-6.40736111111111,DELVE field: 571-01-i,888835
90.0,i,353.428875,-8.46616666666667,DELVE field: 13869-01-i,894451
90.0,g,334.403541666667,-29.8611388888889,DELVE field: 5405-02-g,867417
90.0,g,179.210791666667,-25.7111111111111,DELVE field: 12971-02-g,828873
90.0,i,95.4552916666667,-30.2618888888889,DELVE field: 13424-01-i,930558
90.0,i,310.941625,-36.0858333333333,DELVE field: 12966-03-i,906642
90.0,i,255.392166666667,-10.1216388888889,DELVE field: 6501-01-i,864404
90.0,i,286.311083333333,-29.8995277777778,DELVE field: 12035-01-i,883900
90.0,g,292.370125,-16.1620555555556,DELVE field: 1489-02-g,863626
90.0,i,153.295333333333,-15.4560833333333,DELVE field: 7059-01-i,823876
90.0,g,288.668,-39.7574722222222,DELVE field: 12885-01-g,860520
90.0,i,331.19675,-7.80119444444444,DELVE field: 11838-01-i,889236
90.0,i,9.67925,-18.6381388888889,DELVE field: 12521-01-i,884583
90.0,i,280.778541666667,-29.2965833333333,DELVE field: 12079-01-i,864467
90.0,g,269.195375,-0.926777777777778,DELVE field: 6471-02-g,862230
90.0,g,300.185291666667,-32.6582222222222,DELVE field: 12892-01-g,860583
90.0,g,225.663208333333,-27.1199722222222,DELVE field: 2637-02-g,863042
90.0,g,226.885833333333,-15.1254444444444,DELVE field: 2486-02-g,863439
90.0,g,249.8495,-16.1567777777778,DELVE field: 6445-01-g,857865
